test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Passed the class
70,57,83,83,9,77,10,4,Yes
78,94,79,66,16,77,5,6,Yes
74,86,75,90,8,79,1,0,Yes
87,49,74,74,8,77,8,0,Yes
93,77,98,93,8,74,9,0,No
74,58,40,79,15,64,5,3,No
58,60,57,97,9,81,6,5,Yes
88,76,91,85,13,84,6,8,Yes
93,94,96,60,8,64,8,2,No
75,71,70,70,10,76,5,0,Yes
86,79,85,69,7,50,10,0,No
65,47,88,78,9,51,10,1,No
86,48,45,53,4,64,9,0,No
61,51,45,83,11,81,8,4,Yes
73,57,81,91,9,73,10,5,Yes
75,85,58,90,5,65,7,3,No
69,47,71,66,10,72,10,5,Yes
58,61,81,61,4,65,9,5,Yes
72,91,96,53,1,54,8,1,No
88,54,69,90,5,72,7,1,No
78,91,65,63,7,73,9,3,No
80,45,42,53,0,78,7,0,No
68,72,72,83,9,76,8,0,Yes
69,98,89,67,10,93,4,2,Yes
72,97,70,62,8,63,5,4,Yes
92,54,86,59,11,83,4,1,Yes
76,51,59,63,4,82,6,0,No
79,83,43,58,0,50,10,1,No
70,47,71,92,2,50,10,1,No
93,51,57,69,3,65,9,0,No
84,53,49,50,5,71,6,0,No
98,84,61,93,9,89,5,1,Yes
56,79,93,78,16,71,6,10,Yes
71,70,90,66,0,50,8,1,No
59,49,56,98,9,72,10,1,No
72,57,81,57,1,62,9,0,No
64,89,96,66,9,74,6,2,No
79,74,43,70,4,55,7,0,No
83,84,96,74,9,51,8,5,Yes
62,94,76,69,15,93,5,4,Yes
53,83,46,74,0,67,9,0,No
67,54,90,70,7,85,4,1,Yes
72,86,90,62,9,57,10,0,No
82,67,47,62,12,74,10,3,No
83,55,40,96,7,75,7,4,Yes
83,56,95,99,24,94,6,7,Yes
85,57,47,79,13,87,7,4,Yes
84,84,58,62,11,62,5,4,Yes
66,93,56,89,9,68,5,5,Yes
77,90,80,56,11,78,7,3,Yes
63,93,91,91,8,70,5,2,No
83,95,94,61,9,50,8,2,No
97,60,87,51,0,66,8,0,No
60,53,48,63,8,72,4,0,No
62,96,90,91,10,65,9,5,Yes
82,54,55,66,8,70,8,2,No
51,73,92,62,8,50,10,5,Yes
83,53,97,50,10,87,3,4,Yes
78,77,98,96,10,71,7,2,No
86,68,84,50,8,61,7,2,No
53,79,90,96,8,86,8,3,Yes
61,55,76,75,11,55,10,7,Yes
75,83,66,96,15,70,9,2,No
77,94,41,95,3,76,8,3,No
52,57,75,62,3,53,9,2,No
69,99,51,83,13,67,9,5,Yes
59,67,89,89,9,70,7,4,Yes
67,69,74,58,3,69,10,0,No
76,94,70,68,8,68,6,4,Yes
80,60,92,72,10,73,7,5,Yes
76,92,96,90,17,78,7,8,Yes
91,65,58,77,19,79,6,6,Yes
50,54,65,79,0,59,9,0,No
55,85,93,56,11,70,8,5,Yes
60,84,75,63,4,62,7,1,No
83,63,43,51,13,53,10,3,No
88,79,87,61,1,80,5,1,No
69,72,82,92,3,51,7,0,No
70,85,70,98,6,60,6,3,No
70,46,97,51,9,81,4,1,No
67,95,97,77,6,85,7,0,Yes
70,74,52,77,3,74,7,3,No
68,84,92,61,0,66,8,2,No
53,94,82,79,4,67,8,3,No
62,84,78,96,10,67,5,4,Yes
67,49,98,89,13,79,7,5,Yes
78,82,85,89,2,73,6,2,No
74,86,43,71,3,73,7,0,No
62,59,79,67,2,73,10,0,No
76,80,83,63,7,62,6,5,Yes
68,47,52,74,6,66,8,3,No
98,68,96,59,6,50,10,0,No
50,85,80,85,0,73,8,0,No
87,92,48,97,0,59,8,0,No
68,92,41,97,5,50,10,2,No
50,91,74,98,9,72,9,3,No
89,85,92,58,8,79,10,0,Yes
66,93,51,60,16,75,2,9,Yes
70,97,56,76,0,65,10,0,No
71,56,43,62,6,61,7,3,No
64,99,98,50,15,66,10,6,Yes
99,52,53,88,6,70,5,4,Yes
88,58,60,60,0,52,10,0,No
97,62,80,52,0,61,6,0,No
88,88,47,51,7,55,6,0,No
81,90,72,95,5,64,4,0,No
98,64,84,91,4,72,4,5,Yes
53,67,67,73,7,54,10,0,No
93,49,42,69,16,72,10,4,Yes
94,45,53,98,0,52,7,0,No
81,89,58,89,3,74,7,1,No
53,90,98,64,6,66,5,1,No
50,46,45,55,8,67,2,1,No
82,60,75,69,5,63,7,0,No
56,49,59,71,8,62,10,3,No
58,66,40,51,0,50,5,1,No
50,45,99,64,4,61,9,1,No
65,56,49,97,5,74,4,0,No
67,63,52,83,14,68,5,5,Yes
96,98,51,95,15,81,6,8,Yes
55,66,50,80,6,51,10,0,No
51,99,75,79,2,76,4,3,No
58,86,56,77,0,77,7,0,No
53,88,86,82,2,67,9,0,No
94,95,92,90,20,81,4,5,Yes
72,92,68,98,0,51,8,1,No
92,61,42,70,3,50,7,0,No
94,57,68,95,8,73,10,2,No
92,83,49,72,15,87,7,3,Yes
57,72,92,91,0,58,8,0,No
88,47,85,62,9,71,7,1,No
74,49,58,94,2,52,10,1,No
65,80,92,75,1,65,10,0,No
84,59,43,68,4,74,10,0,No
66,61,96,76,6,72,8,0,No
67,88,85,89,1,52,9,0,No
76,99,77,56,14,69,5,6,Yes
64,90,51,74,14,81,8,5,Yes
66,73,70,98,3,57,10,0,No
92,48,97,89,10,88,5,2,Yes
54,76,41,85,0,83,9,0,No
65,93,88,56,6,63,7,2,No
64,87,40,69,11,98,6,5,Yes
91,82,56,73,12,72,8,6,Yes
95,48,64,77,7,78,6,4,Yes
83,57,44,98,12,75,6,5,Yes
97,64,87,54,4,65,7,0,No
68,91,53,85,8,55,7,3,No
57,62,91,80,6,64,9,5,Yes
96,93,49,82,11,89,4,4,Yes
59,95,60,73,10,75,8,3,Yes
54,86,64,59,0,60,10,0,No
97,81,74,87,12,72,7,2,No
75,56,42,93,0,66,7,0,No
71,69,99,98,11,71,9,2,No
93,74,57,54,17,82,5,4,Yes
72,59,95,80,4,63,9,1,No
62,99,94,58,3,61,2,0,No
58,80,89,81,15,65,10,5,Yes
98,52,75,90,7,85,7,2,Yes
69,72,78,54,0,50,5,2,No
77,96,72,76,4,67,6,6,Yes
93,66,87,77,3,58,6,2,No
86,93,56,92,14,69,7,6,Yes
73,82,79,61,2,58,6,0,No
93,60,45,54,0,54,9,0,No
82,49,73,57,6,69,10,2,No
69,90,65,66,9,77,7,3,Yes
97,78,81,57,11,78,9,3,Yes
79,93,70,83,0,50,10,1,No
93,82,88,72,7,77,4,3,Yes
58,55,90,67,3,70,7,2,No
94,46,67,59,9,63,4,0,No
98,69,75,88,0,67,8,0,No
66,69,52,90,7,77,6,2,No
85,45,60,93,7,64,10,0,No
63,75,98,93,12,65,9,0,No
68,49,65,54,7,83,6,3,No
56,84,90,92,10,88,4,6,Yes
52,48,70,66,0,68,9,0,No
82,95,55,96,8,80,0,0,Yes
93,49,70,60,13,75,7,4,Yes
81,49,52,96,4,75,6,0,No
96,60,69,97,11,50,9,0,No
60,98,71,68,3,70,6,0,No
91,62,44,70,6,73,10,0,No
51,87,51,93,0,67,8,2,No
75,61,78,52,6,71,10,1,No
53,79,98,89,2,67,7,0,No
66,62,80,92,12,67,7,2,No
66,48,76,50,15,95,8,3,No
77,95,43,73,0,76,8,0,No
79,75,81,85,1,85,5,0,No
89,75,87,55,12,66,10,6,Yes
72,53,82,59,2,70,5,0,No
95,75,68,96,8,77,9,2,Yes
73,49,80,89,13,53,10,5,Yes
78,80,95,95,15,75,7,4,Yes
53,60,44,83,0,63,9,0,No
87,86,96,73,18,82,4,5,Yes
78,85,50,72,11,63,7,2,No
68,60,69,69,11,82,9,6,Yes
76,64,48,87,3,67,10,1,No
78,98,88,84,4,60,6,5,Yes
85,74,67,83,0,66,9,0,No
84,70,61,95,1,52,6,0,No
55,93,50,99,10,74,10,5,Yes
72,75,60,96,9,68,8,1,No
88,94,45,85,13,73,6,4,Yes
95,59,65,65,8,61,4,3,No
93,96,55,72,9,58,8,6,Yes
97,85,90,93,5,54,10,1,No
57,82,53,98,5,53,9,4,Yes
51,82,74,50,11,72,8,2,No
62,87,81,58,11,75,6,2,Yes
89,64,92,61,8,72,6,1,No
70,79,94,86,2,55,10,4,Yes
80,67,75,66,4,52,10,3,No
97,88,61,52,2,66,9,1,No
85,91,92,87,6,70,8,4,Yes
97,83,41,78,0,71,6,0,No
87,69,52,80,6,54,9,1,No
76,98,50,84,5,63,7,2,No
85,94,51,87,8,73,7,0,No
97,66,72,75,4,50,10,0,No
72,91,61,62,11,69,8,1,No
70,52,92,68,0,50,9,0,No
62,98,48,81,0,55,5,1,No
86,53,83,96,5,79,6,1,Yes
96,59,46,76,9,89,9,0,No
75,92,56,88,6,67,10,0,No
89,64,49,62,6,70,10,2,No
56,79,77,83,7,67,6,2,No
95,81,98,68,11,80,10,10,Yes
88,47,78,68,4,73,6,2,No
71,78,90,52,8,53,10,1,No
88,78,85,52,13,79,5,5,Yes
72,80,64,75,0,50,10,4,Yes
79,79,66,55,14,86,7,3,No
67,53,69,62,11,82,9,4,Yes
91,74,69,95,4,50,4,2,No
67,99,82,87,10,80,7,3,Yes
95,98,73,76,1,50,7,0,No
59,70,72,90,7,65,8,0,No
88,56,71,73,14,61,4,6,Yes
79,68,97,59,2,67,6,0,No
75,85,81,65,4,80,4,1,No
56,63,51,72,7,65,5,0,No
56,88,80,96,5,60,8,5,Yes
54,60,62,61,6,66,10,0,No
50,70,97,77,18,93,6,3,Yes
95,67,68,62,6,76,5,2,Yes
67,77,82,67,0,74,7,0,No
62,86,40,51,4,64,8,0,No
74,74,59,95,8,50,10,4,Yes
89,67,49,66,1,50,10,0,No
57,54,58,72,2,60,9,1,No
59,80,98,72,12,58,9,4,Yes
81,75,62,50,15,82,9,6,Yes
66,87,60,92,5,63,5,2,No
87,66,96,63,5,50,9,0,No
64,87,82,61,1,64,5,0,No
64,87,74,63,8,61,7,2,No
97,98,98,98,21,79,9,8,Yes
89,82,87,93,6,76,9,0,Yes
69,91,71,87,6,79,6,2,Yes
64,46,93,90,7,80,5,2,Yes
84,97,49,93,6,73,8,4,Yes
55,67,41,98,3,81,8,0,No
79,98,90,65,15,72,7,8,Yes
57,79,75,83,0,58,9,0,No
80,81,87,67,2,55,10,0,No
97,76,45,97,11,72,7,4,Yes
96,87,82,59,8,68,9,1,No
81,97,56,68,3,65,9,0,No
94,56,54,79,8,68,7,3,No
64,79,93,53,5,74,7,3,No
67,85,75,56,8,69,8,8,Yes
62,47,63,65,4,63,9,0,No
73,78,96,86,0,64,7,2,No
89,82,79,54,13,60,10,5,Yes
63,68,95,88,15,63,7,2,No
77,82,68,98,3,61,9,2,No
60,61,89,82,14,80,2,7,Yes
55,84,53,84,6,66,8,0,No
74,45,97,97,0,57,10,0,No
50,52,41,83,7,69,6,6,Yes
74,98,87,82,0,72,4,0,No
51,59,61,88,3,52,8,0,No
81,94,86,59,12,73,3,0,No
62,89,92,52,9,58,8,1,No
82,69,45,99,3,54,7,0,No
81,52,48,78,9,70,7,6,Yes
73,96,51,84,12,80,6,1,Yes
76,76,81,80,4,66,9,1,No
53,94,78,88,5,72,10,1,No
73,57,44,64,7,69,7,0,No
72,90,97,50,2,76,6,5,Yes
78,59,94,68,2,68,7,3,No
83,50,79,86,11,70,7,3,No
70,77,98,76,18,88,3,9,Yes
79,51,83,70,9,70,10,0,No
75,77,40,56,8,74,8,4,Yes
69,91,49,92,17,87,8,1,Yes
65,73,50,82,2,78,8,0,No
52,82,66,51,7,85,8,0,No
98,81,62,63,13,92,6,5,Yes
86,88,59,91,4,74,10,0,No
89,76,44,52,0,59,9,0,No
93,47,52,63,11,75,7,3,No
74,98,89,54,13,67,7,3,No
72,64,49,66,11,67,8,2,No
93,58,92,88,11,73,9,4,Yes
50,72,96,50,6,73,7,3,No
82,82,88,92,8,62,7,0,No
64,48,90,77,6,70,10,4,Yes
66,59,75,87,11,56,9,0,No
83,61,80,97,8,65,8,0,No
66,81,89,63,7,75,10,3,Yes
90,68,55,66,9,68,5,0,No
93,82,46,64,10,84,8,2,Yes
53,86,71,95,1,68,5,0,No
62,85,64,56,14,56,6,8,Yes
53,80,83,91,3,66,8,1,No
56,85,65,56,7,67,10,2,No
95,52,75,96,2,75,6,0,No
58,47,92,73,4,51,10,3,No
72,74,67,75,9,79,5,4,Yes
82,66,83,63,8,83,5,2,Yes
82,96,51,96,6,81,5,3,Yes
69,77,65,68,3,62,6,0,No
53,69,43,75,7,76,8,2,No
50,96,83,65,12,76,4,5,Yes
91,74,62,83,15,94,5,3,Yes
83,81,79,51,18,87,5,5,Yes
76,47,63,50,2,64,5,2,No
70,48,70,97,2,65,6,0,No
73,73,69,85,6,56,9,4,Yes
64,76,42,84,6,61,8,3,No
84,67,55,92,0,60,10,0,No
74,63,73,73,11,79,6,2,Yes
58,59,77,98,1,50,10,0,No
66,95,67,54,4,68,9,0,No
70,60,88,78,8,61,6,1,No
62,67,83,90,0,50,6,1,No
52,84,80,50,5,56,10,5,Yes
53,90,87,58,10,71,5,6,Yes
53,81,46,85,6,70,3,2,No
92,45,47,65,10,74,9,3,No
77,63,46,64,11,69,6,6,Yes
56,81,92,59,6,63,8,4,Yes
75,79,76,86,0,62,9,1,No
60,74,94,65,12,55,10,2,No
73,61,46,87,6,68,5,1,No
92,83,89,97,12,76,8,5,Yes
59,93,57,85,14,62,8,5,Yes
86,70,87,64,0,70,10,1,No
62,57,78,52,5,52,10,2,No
93,98,60,68,17,82,5,4,Yes
91,66,73,90,6,56,9,1,No
88,90,88,86,13,81,10,3,Yes
68,67,96,97,1,61,8,1,No
68,88,66,52,10,67,7,2,No
61,87,47,57,1,70,10,0,No
71,77,73,73,11,57,8,4,Yes
96,71,57,63,6,73,6,0,No
86,79,90,84,15,81,6,10,Yes
79,56,91,65,14,74,9,5,Yes
95,53,80,56,4,68,7,0,No
61,78,51,90,15,59,10,3,No
78,58,61,84,3,62,7,1,No
70,81,90,57,10,69,7,7,Yes
60,47,79,61,5,82,4,0,No
86,88,61,98,6,59,4,0,No
97,88,47,95,13,54,9,4,Yes
67,65,81,65,4,66,7,1,No
93,51,67,53,4,64,9,0,No
76,77,89,84,7,63,9,4,Yes
86,79,86,94,12,58,9,3,No
97,55,95,90,8,59,7,1,No
61,89,71,94,5,60,10,3,No
72,76,50,81,4,63,10,1,No
83,66,60,61,6,50,6,0,No
87,99,65,70,12,86,5,1,Yes
72,86,53,64,2,77,5,2,No
74,63,54,84,3,52,10,2,No
53,80,53,52,10,56,9,2,No
79,98,51,51,4,54,8,3,No
79,81,75,55,5,72,8,0,No
62,55,42,65,5,63,10,4,Yes
91,85,83,72,4,63,6,2,No
98,57,96,80,5,82,9,1,Yes
63,72,97,99,7,70,8,4,Yes
96,93,46,90,13,84,5,7,Yes
57,59,78,79,1,70,5,0,No
73,57,93,52,2,65,7,0,No
67,97,96,65,13,61,10,3,No
84,87,90,53,5,65,6,0,No
74,77,85,95,3,57,10,0,No
66,52,40,85,0,64,6,3,No
81,99,78,77,14,84,7,5,Yes
73,76,64,99,14,63,9,6,Yes
56,81,70,99,6,66,10,0,No
62,98,61,99,8,79,5,5,Yes
76,92,49,77,8,85,6,1,Yes
97,48,57,52,1,50,7,2,No
54,95,52,75,10,68,9,3,No
85,62,47,88,14,77,8,4,Yes
75,67,48,62,7,67,6,4,Yes
91,73,97,56,11,65,2,4,Yes
94,46,54,62,2,50,7,3,No
80,57,47,53,2,61,4,0,No
59,60,96,65,8,55,7,2,No
95,98,72,77,17,76,4,3,Yes
75,52,74,96,3,72,7,0,No
71,63,58,62,5,76,6,1,No
61,76,69,91,9,74,7,4,Yes
81,47,48,59,4,85,6,1,No
76,95,58,54,10,87,6,4,Yes
82,93,86,85,3,52,9,1,No
69,76,85,68,9,70,7,5,Yes
88,85,65,79,7,81,6,2,Yes
90,65,40,96,0,68,7,0,No
89,69,42,90,2,74,4,1,No
62,97,73,97,9,71,4,6,Yes
63,99,64,77,14,50,10,6,Yes
93,61,69,80,1,74,6,0,No
89,69,40,85,12,76,8,4,Yes
71,77,98,92,9,61,9,1,No
67,75,57,98,11,68,7,2,No
97,80,72,50,8,72,7,4,Yes
78,67,48,58,10,56,10,0,No
92,91,46,61,18,94,5,4,Yes
65,88,69,72,8,65,8,0,No
95,69,52,61,3,53,6,0,No
84,93,56,91,16,94,5,4,Yes
83,88,52,58,11,59,10,3,No
52,92,52,75,8,62,9,3,No
53,74,81,79,15,77,9,4,Yes
54,57,99,69,12,72,8,5,Yes
59,87,77,65,9,68,7,2,No
78,91,76,62,3,65,8,1,No
81,73,49,84,5,62,10,0,No
80,60,53,99,7,59,10,0,No
51,82,82,53,6,91,5,0,No
61,71,44,74,4,84,4,0,No
76,70,75,62,6,61,10,2,No
54,55,74,77,10,62,10,4,Yes
86,91,85,94,9,75,8,4,Yes
76,81,84,61,5,67,7,0,No
72,47,95,73,9,50,6,4,Yes
82,70,62,77,10,64,6,3,No
53,78,44,50,6,50,8,0,No
70,77,83,83,1,55,10,0,No
73,59,96,52,5,72,5,0,No
93,46,67,71,6,69,8,3,No
80,72,62,70,12,52,4,3,No
93,64,81,76,4,61,10,0,No
97,82,73,70,7,71,9,0,No
73,88,70,71,15,86,5,5,Yes
98,97,46,62,8,69,9,2,No
59,60,46,93,5,68,6,2,No
98,90,43,65,18,72,7,5,Yes
98,48,83,95,2,56,7,3,No
99,52,71,73,14,69,10,4,Yes
51,88,67,95,5,65,9,0,No
80,99,95,66,10,54,10,0,No
74,90,43,54,9,56,10,3,No
53,64,78,87,4,68,9,0,No
60,70,91,91,1,60,6,1,No
66,76,84,76,3,53,8,0,No
93,57,47,90,6,67,7,0,No
51,49,53,81,1,54,8,0,No
55,88,69,75,7,71,6,1,No
58,86,42,56,3,64,6,2,No
54,97,41,85,3,61,10,0,No
69,95,49,56,0,50,9,2,No
78,57,45,92,15,67,9,6,Yes
70,85,94,76,7,60,10,7,Yes
58,55,46,87,2,50,10,4,Yes
77,81,55,97,3,64,9,4,Yes
57,76,45,97,3,66,8,0,No
80,89,55,73,0,71,8,3,No
69,86,66,73,4,63,7,4,Yes
76,62,95,94,10,70,8,3,No
57,73,51,93,3,55,10,2,No
70,59,61,78,9,67,5,1,No
77,64,54,76,11,75,9,3,No
72,88,61,83,11,70,8,3,No
55,80,74,70,6,88,4,5,Yes
52,49,99,94,10,61,8,1,No
54,84,87,50,12,55,7,6,Yes
58,81,89,59,3,55,9,0,No
56,77,54,79,2,78,6,0,No
53,62,62,77,3,77,8,0,No
88,63,77,91,5,62,7,0,No
54,95,88,79,13,74,7,5,Yes
60,76,41,77,10,81,7,4,Yes
64,86,41,78,8,80,6,4,Yes
83,66,88,80,8,50,10,5,Yes
62,85,58,92,1,64,10,1,No
97,45,44,90,12,87,3,4,Yes
56,98,43,53,8,72,10,1,No
89,69,67,98,2,50,8,0,No
55,64,57,68,0,82,5,0,No
88,79,79,59,1,68,7,0,No
99,89,80,94,9,55,7,4,Yes
79,50,95,80,0,55,9,1,No
71,50,94,83,0,67,6,0,No
74,94,97,90,10,66,7,2,No
77,81,89,88,5,79,9,0,Yes
69,93,70,91,0,69,10,0,No
88,47,61,93,3,68,3,1,No
52,81,50,80,6,58,8,0,No
54,75,87,60,11,74,7,3,No
50,79,55,85,8,90,4,2,No
64,99,43,93,10,77,8,3,Yes
75,89,60,93,11,78,3,2,Yes
52,59,80,81,0,50,10,0,No
89,61,84,72,13,69,9,0,No
90,59,64,89,13,74,7,2,No
96,49,59,95,4,65,7,0,No
91,66,47,88,0,70,8,0,No
83,90,82,52,15,64,8,6,Yes
54,55,92,77,0,63,6,1,No
80,72,48,74,9,70,8,0,No
62,58,57,77,3,77,8,0,No
92,83,70,68,5,68,6,2,No
50,47,91,95,2,57,10,2,No
71,99,74,68,9,50,10,6,Yes
64,96,94,91,0,59,9,0,No
75,86,69,93,7,67,7,0,No
67,55,57,78,0,59,8,0,No
97,74,58,99,6,79,6,1,Yes
58,82,80,68,7,74,7,0,No
50,49,63,67,9,64,5,0,No
92,96,89,94,5,59,5,0,No
58,66,61,98,15,77,7,1,Yes
72,57,87,73,1,50,5,0,No
92,88,53,87,4,62,8,5,Yes
94,95,58,65,14,74,9,5,Yes
51,95,99,67,6,59,9,3,No
63,65,68,90,7,65,7,4,Yes
87,81,61,62,5,57,8,5,Yes
89,69,69,53,6,91,4,2,Yes
67,96,54,62,9,86,9,4,Yes
65,65,60,84,12,69,6,4,Yes
78,72,65,53,8,58,7,4,Yes
93,85,75,68,11,50,10,1,No
60,48,51,73,10,56,10,7,Yes
55,73,46,82,4,74,8,0,No
52,91,50,82,2,61,8,0,No
63,79,97,58,1,64,7,1,No
51,67,78,52,1,67,6,1,No
81,51,59,52,1,57,10,0,No
80,96,74,79,14,85,7,2,Yes
60,96,43,67,0,65,5,0,No
71,90,41,51,11,69,8,5,Yes
52,90,59,81,0,59,5,1,No
99,53,86,92,16,87,7,7,Yes
80,67,59,58,9,77,7,3,No
82,47,51,51,2,50,8,1,No
73,53,92,69,3,76,3,3,No
50,97,56,76,6,69,10,2,No
93,48,57,85,10,66,6,2,No
64,93,79,90,9,60,7,5,Yes
86,69,63,95,7,65,4,1,No
76,50,47,68,2,62,8,0,No
87,92,76,65,7,58,9,0,No
97,62,95,75,14,77,2,2,Yes
76,89,80,63,18,66,10,5,Yes
93,51,69,96,12,50,10,6,Yes
61,79,59,67,2,63,6,5,Yes
52,75,91,77,13,78,7,0,Yes
79,82,62,96,6,75,10,1,Yes
81,76,76,68,7,79,7,1,Yes
72,79,98,79,1,50,6,1,No
51,72,49,90,6,68,6,1,No
56,88,72,70,3,72,6,1,No
83,49,63,70,13,74,7,5,Yes
81,74,75,97,20,79,7,5,Yes
88,66,95,79,7,72,10,3,No
81,61,55,98,9,80,8,2,Yes
92,54,89,91,5,65,9,5,Yes
92,51,67,86,7,70,10,0,No
63,48,51,90,2,55,7,0,No
52,86,59,95,8,60,7,0,No
95,71,86,81,10,55,9,0,No
81,51,57,79,8,50,10,0,No
92,67,76,71,11,77,8,4,Yes
85,55,97,73,5,64,7,2,No
66,97,65,59,21,80,7,8,Yes
97,52,85,73,4,71,6,1,No
52,52,95,50,1,79,7,3,No
59,81,98,84,0,61,7,0,No
96,49,46,65,11,59,9,4,Yes
89,51,82,54,0,61,10,3,No
67,66,86,80,4,73,4,2,No
52,80,60,94,2,50,9,2,No
88,46,82,86,0,72,8,4,Yes
59,68,71,74,6,57,7,0,No
58,95,46,92,16,90,5,9,Yes
95,46,92,98,10,69,5,4,Yes
95,92,62,74,5,56,10,0,No
60,56,59,52,15,81,9,7,Yes
82,91,59,87,4,57,10,0,No
85,86,71,81,14,51,10,6,Yes
75,99,65,97,0,57,10,0,No
76,70,75,69,6,83,5,0,Yes
87,82,98,79,2,54,10,0,No
71,89,63,51,18,61,7,6,Yes
75,50,40,54,2,51,8,0,No
71,67,97,68,1,55,5,0,No
54,46,92,69,7,82,6,0,No
84,70,67,71,6,50,10,0,No
51,58,65,60,16,73,7,8,Yes
84,62,73,67,8,55,7,2,No
58,82,65,76,7,72,9,4,Yes
98,76,75,80,12,83,8,0,Yes
67,95,44,84,6,70,7,0,No
92,58,95,93,8,70,7,0,No
61,74,41,94,2,50,8,0,No
52,57,71,70,2,58,7,1,No
67,84,73,69,2,62,9,0,No
87,75,89,58,10,84,9,1,Yes
56,81,69,80,3,51,10,1,No
82,89,63,58,12,64,5,3,No
55,82,67,56,2,65,10,1,No
67,66,85,82,1,74,7,0,No
94,72,42,50,9,62,9,2,No
71,63,92,68,7,89,3,3,Yes
88,87,89,52,13,67,6,4,Yes
58,60,93,88,0,50,10,0,No
84,49,49,61,0,56,10,0,No
72,88,45,79,14,66,7,4,Yes
61,93,73,65,0,61,7,1,No
73,46,70,62,10,78,5,4,Yes
99,54,91,99,0,68,10,0,No
89,91,82,73,11,79,6,2,Yes
58,63,89,66,5,61,7,2,No
62,64,85,76,8,69,8,2,No
89,73,97,78,11,56,8,7,Yes
91,69,91,90,12,62,8,3,No
66,61,52,63,8,78,5,1,No
56,95,98,54,11,69,8,5,Yes
66,95,78,92,13,72,7,6,Yes
99,57,92,87,14,78,7,4,Yes
73,89,97,55,10,50,7,3,No
51,60,59,73,0,63,10,2,No
84,98,71,89,7,62,8,3,No
77,97,49,82,8,76,9,2,Yes
68,79,65,58,3,62,10,2,No
82,80,58,91,2,52,8,0,No
70,83,68,98,12,69,7,2,No
59,47,52,52,6,54,10,2,No
95,53,93,72,4,77,9,0,No
94,84,73,70,9,73,5,5,Yes
58,94,59,71,9,80,8,2,Yes
87,97,83,94,3,72,4,0,No
55,90,79,57,3,55,7,1,No
91,96,57,69,7,69,6,3,No
84,73,96,63,7,71,5,5,Yes
67,49,73,79,0,67,5,0,No
68,47,87,57,9,76,9,3,No
54,54,47,68,5,60,10,0,No
74,75,55,94,6,72,10,0,No
60,55,79,87,2,65,7,0,No
59,61,62,85,0,51,10,0,No
66,84,71,55,7,61,10,1,No
85,85,52,83,9,75,6,5,Yes
75,52,65,59,16,75,7,9,Yes
80,96,77,80,19,78,9,4,Yes
81,46,40,60,3,56,9,1,No
70,48,41,92,1,72,6,0,No
67,60,78,84,0,73,5,2,No
67,85,52,60,8,62,9,2,No
50,85,66,89,0,68,8,0,No
63,65,43,81,0,66,8,1,No
57,49,80,98,1,56,9,3,No
51,79,90,75,3,58,5,0,No
64,58,59,71,2,69,10,0,No
83,59,42,50,0,50,9,0,No
85,50,62,97,6,50,9,0,No
50,60,41,78,4,77,9,2,No
70,67,55,88,13,73,5,3,No
91,75,49,71,2,66,7,0,No
50,86,67,81,9,94,5,5,Yes
81,90,83,74,17,79,8,2,Yes
69,56,57,89,0,64,8,2,No
96,85,41,94,3,61,10,0,No
85,99,53,78,2,58,5,1,No
88,63,83,86,9,57,8,3,No
79,56,59,81,8,74,7,0,No
56,89,95,79,12,73,9,5,Yes
71,99,95,67,8,59,8,0,No
99,57,95,93,16,86,7,7,Yes
94,93,79,97,12,67,6,3,No
59,46,62,52,11,72,8,1,No
57,64,93,61,6,72,10,3,No
76,99,99,69,6,68,5,1,No
59,75,46,99,5,63,7,0,No
63,53,84,57,12,59,10,4,Yes
95,65,86,80,11,74,10,3,No
60,52,53,73,9,79,7,4,Yes
55,83,76,62,11,60,9,1,No
70,81,47,57,8,55,8,2,No
82,73,89,91,21,96,4,10,Yes
68,63,44,63,5,55,9,4,Yes
88,79,62,64,8,63,9,4,Yes
73,89,80,70,5,62,4,1,No
67,82,49,64,9,77,10,6,Yes
84,70,88,75,0,50,10,0,No
92,55,66,87,0,57,10,0,No
86,80,96,95,5,54,6,2,No
68,79,74,87,10,91,3,2,Yes
73,48,40,82,11,65,9,4,Yes
83,47,46,59,0,50,10,0,No
71,89,86,68,0,53,10,0,No
53,91,90,60,3,61,7,1,No
59,56,47,52,2,64,8,2,No
51,76,50,72,7,74,9,2,No
57,91,73,55,8,60,4,3,No
82,70,91,90,14,66,8,2,No
87,87,67,90,6,50,10,4,Yes
92,87,73,78,2,51,7,2,No
77,57,82,53,8,62,10,1,No
59,88,59,52,2,77,6,2,No
94,82,67,69,4,65,9,2,No
50,73,88,92,14,71,7,4,Yes
83,99,81,98,13,88,4,4,Yes
52,96,76,57,5,62,10,3,No
58,95,42,55,16,68,10,5,Yes
54,63,48,54,9,61,6,0,No
91,79,91,57,10,59,9,6,Yes
59,92,61,57,4,56,7,0,No
61,85,64,84,0,61,8,0,No
67,71,41,68,2,60,9,1,No
70,90,62,97,5,75,7,2,Yes
70,75,90,59,1,64,6,0,No
50,47,56,84,5,75,8,0,No
52,79,96,58,0,74,8,2,No
54,68,64,57,12,80,4,3,No
74,96,51,57,6,57,9,4,Yes
98,51,66,57,11,69,9,6,Yes
